Varför?	Why?
De har inte kommit tillbaka hem än.	They haven't come back home yet.
Hördu! Vad gör du i mitt rum?	Hey! What are you doing in my room?
Det är en månad tills min födelsedag.	My birthday's not for another month.
Min födelsedag är först om en månad.	My birthday's not for another month.
Hur mycket är du redo att förlora?	How much are you willing to lose?
Hur mycket är du beredd att förlora?	How much are you willing to lose?
När var första gången du träffade henne?	When was the first time you met her?
Jag har en katt och en hund.	I have a cat and a dog.
Han har byggt sig ett nytt hus.	He built a new house for himself.
Tom är så mycket äldre än jag.	Tom is so much older than I am.
Mary är verkligen en riktigt söt tjej.	Mary really is a very cute girl.
Jag har aldrig hört talas om dig.	I've never heard of you.
Hon log åt sig själv i spegeln.	She smiled at herself in the mirror.
Min storasyster är bra på att sjunga.	My older sister is good at singing.
I dag är det höstens första dag.	Today is the first day of fall.
Vad för slags amerikansk accent har Tom?	What kind of American accent does Tom have?
Jag kan inte göra detta utan dig.	I can't do this without you.
Jag kan inte göra detta utan er.	I can't do this without you.
Ön är sex gånger större än Manhattan.	This island is six times bigger than Manhattan.
Tofu kan användas som ersättning för kött.	Tofu can be used as a substitute for meat.
Tom kommer inte att komma i tid.	Tom won't be in time.
Jag sade att jag inte var upptagen.	I said I wasn't busy.
Jag visste att du skulle vara upptagen.	I knew you'd be busy.
Jag visste att ni skulle vara upptagna.	I knew you'd be busy.
Hur är det med din fru, Tom?	How's your wife, Tom?
Tom sade att jag skulle göra det.	Tom told me to do it.
Jag letar efter en vän till mig.	I'm looking for a friend of mine.
Jag kommer inte att göra någon polisanmälan.	I won't press charges.
Jag sade inte att jag höll med.	I didn't say I agreed.
Jag kommer inte att låta det hända.	I won't let it happen.
De kommer inte att komma i tid.	They won't be in time.
Du kommer inte att ha något val.	You'll have no choice.
Jag är ledig från arbetet i morgon.	I'm off work tomorrow.
Jag är glad att du är tidig.	I'm glad you're early.
Det gläder mig att du kommer ihåg.	I'm glad you remember.
Jag är glad att du gillar Tom.	I'm glad you like Tom.
Jag är glad att vi hittade dig.	I'm glad we found you.
Jag är glad att Tom är borta.	I'm glad Tom has gone.
Jag är glad att jag fångade dig.	I'm glad I caught you.
Jag är rädd för att gå hem.	I'm afraid to go home.
Jag är rädd för att åka hem.	I'm afraid to go home.
Jag försöker att få tag i Tom.	I'll try to reach Tom.
Jag tycker vi borde göra mer än så.	I think we should do more than that.
Herregud, jag kommer komma för sent till lektionen.	Oh my gosh. I will be late for lessons.
Tom beslutade sig för att börja med flugfiske.	Tom decided to take up fly fishing.
Kameran som du köpte är bättre än min.	The camera you bought is better than mine.
Han fick malaria medan han bodde i djungeln.	He contracted malaria while living in the jungle.
Skadorna från översvämningen räknas bli tio miljoner dollar.	Damages from the flood amount to ten million dollars.
Jag vill bara vara din vän, ingenting mer.	I just want to be your friend, nothing more.
Korsningen där olyckan inträffade ligger här i närheten.	The intersection where the accident happened is near here.
Och återigen var han hur full som helst.	And again he was drunk as anything.
Han misslyckades med att försöka simma över floden.	He failed in his attempt to swim across the river.
Någon måste ha tagit mitt paraply av misstag.	Someone must have taken my umbrella by mistake.
Mitt hus ligger i norra delen av staden.	My house is in the northern part of the city.
Skulle du kunna förklara reglerna för mig, tack?	Would you please explain the rules to me?
Vi iakttog honom tills han var utom synhåll.	We watched him until he was out of sight.
Det finns många städer i det här landet.	There are many cities in this country.
Doktorn sa till herr Smith att sluta röka.	The doctor told Mr. Smith to give up smoking.
Tom visste inte vad han skulle göra härnäst.	Tom didn't know what to do next.
Jag letar efter något att tvätta mattan med.	I'm looking for something to clean the carpet with.
Tom låtsades inte veta vart han skulle gå.	Tom pretended not to know where to go.
Hur länge tänker du stanna här i Brasilien?	How long do you intend to stay here in Brazil?
Det här är en bild av min syster.	This is a picture of my sister.
Du kommer att förstå att jag berättar sanningen.	You will understand that I'm telling the truth.
Jag tror inte att två språk är tillräckligt.	I think two languages aren't enough.
Hur kan jag få dig att ändra dig?	How can I change your mind?
Te är en populär dryck över hela världen.	Tea is a popular beverage throughout the world.
Du vill ha de här grejerna, inte sant?	You want this stuff, don't you?
Det ska bli kallare och snöa senare idag.	It's supposed to get colder and snow later today.
Läraren öppnade lådan och tog ut en boll.	The teacher opened the box and took out a ball.
Varför bryr hon sig inte om mig längre?	Why doesn't she care about me anymore?
Men det är inte det sista tåget, eller?	But that's not the last train, right?
Jag tror att Tom och John är enäggstvillingar.	I think Tom and John are identical twins.
Han är en av Spaniens mest kända författare.	He is one of Spain's most famous authors.
Jag tycker om att simma, men inte här.	I like swimming, but I don't like to swim here.
Jag satte upp en liten koja i trädgården.	I put up a small hut in the backyard.
Tom bad om en filt och en kudde.	Tom asked for a blanket and a pillow.
Först visste jag inte vad jag skulle göra.	At first, I didn't know what to do.
Han tog sig friheten att skriva till damen.	He took the liberty of writing to the lady.
Du då, litar du på den här mannen?	What about you? Do you trust this man?
Ni då, litar ni på den här mannen?	What about you? Do you trust this man?
Då ska jag se vad jag kan göra!	Then I'll see what I can do!
Varje morgon läser jag om vädret i tidningen.	Every morning I read about the weather in the newspaper.
Mina vänner stod vid min sida under rättegången.	My friends stood by me during the court case.
En nyfödd bebis är benägen att bli sjuk.	A newborn baby is liable to fall ill.
Jag kan inte stå ut med sin fräckhet.	I can't put up with his insolence.
Jag får inte göra några oljud. Barnet sover.	I cannot make noise. The baby is sleeping.
Den här boken är unik på många sätt.	This book is unique in many ways.
Förlåt honom om du kan. Han är oskyldig.	Forgive him if you can. He is not guilty.
Jag är trött eftersom jag arbetade för mycket.	I'm tired because I worked too much.
Jag är i princip lika kvalificerad som Tom.	I'm about as qualified as Tom.
Om du vill, så ring mig på eftermiddagen.	If you want to, call me this afternoon.
Tom har studerat franska i ungefär tre år.	Tom has been studying French for about three years.
Jag kanske går ut om det slutar regna.	I may go out if the rain lets up.
Hur många delfiner finns det på detta oceanarium?	How many dolphins are there at this oceanarium?
Tom talade till Mary från den andra sidan.	Tom spoke to Mary from beyond.
Det är dumt att läsa en sådan tidskrift.	It is foolish to read such a magazine.
Jag vill inte att någon ska bli skadad.	I don't want anybody to get hurt.
Han har en bil som jag gav honom.	He has a car which I gave to him.
Tror du att det kommer att regna idag?	Do you think it'll rain today?
Det finns en pojke i det här rummet.	There is a boy in this room.
Det finns en hund i det här rummet.	There is a dog in this room.
Vi vill att regeringen ska tjäna hela nationen.	We want the government to serve the whole nation.
Det är en film som alla borde se.	This is a film that everybody should see.
Tänker du ligga i sängen hela dagen, eller?	Are you going to stay in bed all day?
Min engelsklärare rekommenderade mig att läsa dessa böcker.	My English teacher recommended that I read these books.
Tom tog ut en penna och började skriva.	Tom took out a pencil and started to write.
Tom tog fram en penna och började skriva.	Tom took out a pencil and started to write.
Det är kanske sant, men det är irrelevant.	Maybe that's true, but it's irrelevant.
Jag hade svårt för att bädda ner barnet.	I had a hard time putting the kid to bed.
Läste du någonsin några romaner av Agatha Christie?	Have you ever read any novels by Agatha Christie?
Det finns knappast några böcker i detta rum.	There are hardly any books in this room.
Hans inflytande i kommittén blev mindre och mindre.	His influence in the committee became weaker and weaker.
Vi är alla angelägna om att se filmen.	We are all eager to see the movie.
Det är en god idé att dricka flaskvatten.	It's a good idea to drink bottled water.
Jag slår vad om att du har rätt.	I bet you're right.
”Hon är död.” ”Nej, det är inte möjligt!”	"""She's dead."" ""No, it's not possible!"""
Han är mycket oroad för sin sons framtid.	He is very much concerned about the future of his son.
Jag byggde detta hus med mina egna händer.	I built this house with my own hands.
Han gifte sig med en mycket ung flicka.	He married a very young girl.
Nej, han har inte sagt någonting om det.	No, he hasn't said anything about it.
Det borde du veta vid det här laget.	You should know that by now.
Hon pratar mycket men får aldrig någonting gjort.	She talks a lot but never gets anything done.
Jag ska hämta ut ett paket från posten.	I will pick you up after work.
Jag gillar att borsta tänderna med denna tandkräm.	I like to brush my teeth with this toothpaste.
Den här kameran är liten, men mycket bra.	This camera is small, but very good.
Jag vet inte vem som sjunger denna sången.	I don't know who sings this song.
Inget annat språk är så vackert som portugisiska.	No other language is as beautiful as Portuguese.
Först och främst kommer jag att läsa detta.	First of all, I will read this.
Cykling blir mer och mer populärt i Nordamerika.	Biking is becoming more and more popular in North America.
Det finns viktiga frågor som måste bli besvarade.	There are important questions that have to be answered.
Mina favoritämnen i gymnasiet var geometri och historia.	My favorite subjects in high school were geometry and history.
Mina favoritämnen på gymnasiet var geometri och historia.	My favorite subjects in high school were geometry and history.
Det populäraste spelet i världen görs av svenskar.	The most popular game in the world is made by Swedes.
Är du säker på att det var Tom?	Are you sure it was Tom?
Jag kunde knappt säga vem som var vem.	I could hardly tell who was who.
Det finns ett stort hål i din strumpa.	There is a big hole in your stocking.
Jag har inga pengar på mig för tillfället.	I do not have money with me at the moment.
Det måste inte göras nu med en gång.	You do not have to do it now.
Det blir ingen bra soppa av billigt kött.	Cheap meat doesn't make good soup.
